org_name	addr	contact_phone
黃大偉牙醫診所	台北市農安街18之2號	225921382
全美牙醫診所	台北市德惠街17號	225932124
德惠牙醫診所	台北市德惠街33號	225912785
呈祥牙醫診所	台北市德惠街96號	225911364
德惠全方位診所	台北市德惠街9號	25865688
文化中醫診所	台北市撫順街37號	25871855
美無極美學診所	台北市樂群二路103號	85020875
維成牙醫診所	台北市樂群二路113號	25322569
詠生中醫診所	台北市樂群二路196號	85021050
樂群診所	台北市樂群二路210之2號	85012268
大直佳醫美人診所	台北市樂群三路287號	85026086
鑫牙醫診所	台北市興安街100號	225090870
興安養生堂中醫診所	台北市興安街51之6號	25183672
郭繼勳牙醫診所	台北市興安街63號	25017435
上博牙醫診所	台北市興安街67號	2500-7007
新生中醫診所	台北市興安街91號	25178068
弘丞牙醫診所	台北市興安街91號	225028666
祐德牙醫診所	台北市興安街51之7號	225095577
六福牙醫診所	台北市遼寧街128巷13號	27122566
品誠牙醫診所	台北市遼寧街145號	25460055
寧康聯合診所	台北市遼寧街224號	25013862
亞太牙醫診所	台北市遼寧街24號	227511139
信德中醫診所	台北市遼寧街35號	227814586
德全中醫診所	台北市錦州街171號	02 25719909
亞漾林森醫美診所	台北市錦州街23巷7號	25422209
東仁中醫診所	台北市錦州街275號	(02)25033580
慶泰牙醫診所	台北市錦州街278號	022516-6246
正恩耳鼻喉科診所	台北市錦州街321號	225052293
天益中醫診所	台北市錦州街332號	225155292
漢明中醫診所	台北市錦州街336號	225037853
博萊克診所	台北市錦州街356號	25096125
王品牙醫診所	台北市錦州街360號	2517-9233
大富牙醫診所	台北市錦州街421號	225015923
鎂和中醫診所	台北市錦州街432號	02-25161061
明誠診所	台北市錦州街446號	25013380
惠普牙醫診所	台北市錦州街450號	225033977
玉山診所	台北市錦州街251號	225182105
崧江牙醫診所	台北市錦州街327號	225011945
賴國良婦產科診所	台北市錦西街1之5號	225816624
依定美時尚診所	台北市龍江路106巷1號	25183128
喜悅健康診所	台北市龍江路152號	25040089
明新牙醫診所	台北市龍江路161號	227130871
元生中醫診所	台北市龍江路179巷40號	225024013
龍江小兒科診所	台北市龍江路181之1號	225152433
博康牙醫診所	台北市龍江路185號	(02)25177810
九之牙醫診所	台北市龍江路202號	225057308
爵美牙醫診所	台北市龍江路238號	2506-2006
劉雲祥診所	台北市龍江路246號	225036802
柏齡牙科診所	台北市龍江路250號	02 25182899
蔡瓊瑤眼科診所	台北市龍江路271巷6號	225059276
榮星診所	台北市龍江路272號	25168112
佳佳牙醫診所	台北市龍江路275號	225012828
陳世澤內科診所	台北市龍江路284之1號	225014769
傳愛經典中醫診所	台北市龍江路29號	02-27723883
法漾診所	台北市龍江路305巷16號	25071786
景正牙醫診所	台北市龍江路31號	27773113
美儀牙醫診所	台北市龍江路324號	225043948
莊建全牙醫診所	台北市龍江路328巷41號	225632635
龍江中醫診所	台北市龍江路331巷3號	25063625.09
泰宏牙醫診所	台北市龍江路342巷17號	25052375
哲民診所	台北市龍江路356巷24號	25026854
成泰診所	台北市龍江路356巷79號	25160845
百年牙醫診所	台北市龍江路364號	225032805
遠見牙醫診所	台北市龍江路一二四巷2號	25012868
新人內科診所	台北市龍江路185之1號	02-25015360
朝暉中醫診所	台北市龍江路二八一巷1號	227315436
健生牙醫診所	台北市龍江路2之4號	225422966
陳正熹耳鼻喉科診所	台北市雙城街10巷18號	225857518
雙城牙醫診所	台北市雙城街18巷8號	225981120
大明牙醫診所	台北市雙城街2之4號	225976377
健康牙醫診所	台北市雙城街8號	225969460
紹毅內兒科診所	台北市八德路一段50.52號	223930080
立法院總務處醫務室	台北市中山南路1號	02-23585228
國立台灣大學醫學院附設醫院	台北市中山南路7號	02 23123456
國立臺灣大學醫學院附設醫院兒童醫院	台北市中山南路8號	23123456
華慶牙醫診所	台北市中華路2段339號	23018190
鈞安診所	台北市中華路2段431號	02-23092030
古亭中心耳鼻喉科診所	台北市中華路二段161號	223064652
佳仁牙醫診所	台北市中華路二段165之1號	223025627
張孟源內科診所	台北市中華路二段325號	223098600
亞洲皮膚科診所	台北市中華路二段65號	223110118
慈恩診所	台北市中華路二段75巷1弄21號	23812045
大埔牙醫診所	台北市中華路二段99號	223882169
口天牙醫診所	台北市丹陽街22號	23222554
橙品牙醫診所	台北市仁愛路2段110號	23570689
亞漾仁愛整形外科診所	台北市仁愛路2段3號	23581777
艾睿克美麗生活診所	台北市仁愛路2段92巷7號	23587100
長弓牙醫診所	台北市仁愛路二段26號	223942574
美東牙醫診所	台北市仁愛路二段43號	23577672
東京風采整形外科診所	台北市仁愛路二段48號	02-23581738
博安牙醫診所	台北市仁愛路二段71號	223911762
尚志塾遠絡診所	台北市仁愛路二段74之2號	23973807
新芽牙醫診所	台北市仁愛路二段92巷7號	23410181
台北諾貝爾眼科診所	台北市公園路13號	23705666
衛生福利部中央健康保險署臺北聯合門診中心	台北市公園路15之1號	223141240
好健康診所	台北市公園路30號	23891690，23811896
醫療財團法人好心肝基金會好心肝診所	台北市公園路30號	23700827
好甘心診所	台北市公園路30號	02-23888799
好心腸診所	台北市公園路30號	02-23888799
嘉柏中醫診所	台北市公園路32號	23141402
長虹診所	台北市公園路13號	23122266
周正成小兒科診所	台北市台北市忠孝東路2段22號	223516830
美齒牙醫診所	台北市永綏街6號	223311168
醫療財團法人徐元智先生醫藥基金會遠東聯合診所	台北市永綏街8至14號	02-23111525
幸吉堂中醫診所	台北市汀州一段169號	223095191
清川牙醫診所	台北市汀州路1段118號	23328653
古亭龍生診所	台北市汀州路一段174號	223010397
劉瑞聰診所	台北市汀州路一段194號	223038125
漢神中醫診所	台北市汀州路一段202號	223037606
中明牙科診所	台北市汀州路一段235號	223016366
名華牙醫診所	台北市汀州路一段236號	0223076017、0956254998
雙合耳鼻喉科聯合診所	台北市汀州路一段96號	223055690
同泰診所	台北市汀州路二段136號	223678511
同泰牙醫診所	台北市汀州路二段147號	223678212
六節中醫診所	台北市汀州路二段198號	2362-9900
偉華牙醫診所	台北市汀州路二段203號	223671581
琠雅牙醫診所	台北市汀州路二段215號	23621909
朱小兒科診所	台北市汀州路二段220號	223651810
三民牙醫診所	台北市汀州路二段30號	223687108
強弘牙科診所	台北市汀州路二段86號	223677975
國興中醫診所	台北市汀州路二段129號	23632057
怡和診所	台北市汀州路二段212號	23625100
蕭耳鼻喉科診所	台北市汀州路二段261號	2  3653284
美美潘朵拉診所	台北市汀州路三段188號	236819628
西北聯合牙醫診所	台北市汀州路三段190號	223657482
宏達中醫診所	台北市汀州路三段211號	23651209
公館聯合診所	台北市汀州路三段277號	223688730
同安中醫診所	台北市同安街41號	223687998
和逸牙醫診所	台北市同安街58號	23695299
林小兒科內科診所	台北市沅陵街26之2號	223311152
永恆牙醫診所	台北市辛亥路一段17巷6號	223653000
富麗牙醫診所	台北市和平西路1段69號	23940123
建成中醫診所	台北市和平西路一段172號	23075166
?安診所	台北市和平西路一段20號	23637588
峻毅中醫診所	台北市和平西路一段30號	23678886
華恩牙醫診所	台北市和平西路一段154號	223058283
優登牙醫診所	台北市和平西路一段88號	0933716779  23692087
和平中醫診所	台北市和平西路二段123號	23704855
親子診所	台北市和平西路二段50號	223058122
勝昌現代中醫診所	台北市和平西路二段56之1號	23378769
心禾診所	台北市和平西路二段6號	02-23331633
仁愛中醫診所	台北市延平南路187號	223888966
君品牙醫診所	台北市延平南路232號	23714092
時尚診所	台北市忠孝西路1段33號	23121333
渾然天成診所	台北市忠孝西路1段45號	23883188
幸福時光診所	台北市忠孝西路1段45號	23121666
恩加診所	台北市忠孝西路1段50號	02-23610003
長春藤台北忠孝診所	台北市忠孝西路1段50號	66309918
美兆診所	台北市忠孝西路1段66號	77251177
翔美時尚整形外科診所	台北市忠孝西路1段6號	23141998
謝明吉口腔顎面外科牙醫診所	台北市忠孝西路1段6號	02-238886363
順天中醫診所	台北市忠孝西路一段122號	23971545
幸福45號診所	台北市忠孝西路一段45號	23121666
大全牙醫診所	台北市忠孝西路一段50號	223885858
君綺美麗診所	台北市忠孝西路一段6號	23110588
風華整形外科診所	台北市忠孝西路一段6號	02-23886363
蕙瑛婦產科診所	台北市忠孝西路一段50號	23886731
米蘭時尚診所	台北市忠孝東路1段43號	23222298
康聯診所	台北市忠孝東路1段54號	21922989
永欣牙醫診所	台北市忠孝東路1段54號	21922989*2280
永愉診所	台北市忠孝東路1段54號	23218799
碩田牙醫診所	台北市忠孝東路1段54號	23213866
溫?診所	台北市忠孝東路2段126號	23584858
溫?中醫診所	台北市忠孝東路2段126號	23584858
仲景中醫診所	台北市忠孝東路2段16號	33930825
敏旗診所	台北市忠孝東路一段13號	28908126
祈約美醫皮膚科診所	台北市忠孝東路一段13號	33221778
拉圖牙醫診所	台北市忠孝東路一段146號	02-33226186、02-33226187
劉桂蘭中醫診所	台北市忠孝東路一段35號	33224323
小千醫師診所	台北市忠孝東路二段134巷16號	02-23930909
名家牙醫診所	台北市忠孝東路二段134巷22號	223411474
齊杏齒顎矯正專科牙醫診所	台北市忠孝東路二段58號	33221581
華山周牙醫診所	台北市忠孝東路二段6號	02-23411346
九大牙醫診所	台北市忠孝東路二段96號	223935167
德全診所	台北市杭州南路一段131巷4之1號	0223911322，23620555
玉立牙醫診所	台北市杭州南路一段143巷31號	02-23918326
幸安牙醫診所	台北市杭州南路一段143巷32之2號	223969631
安安牙醫診所	台北市杭州南路一段15之1號	23563427
植新牙醫診所	台北市杭州南路一段27號	23930889
劉家庭醫學科診所	台北市杭州南路一段145號	23416666
英哲牙醫診所	台北市杭州南路二段54號	223518552
璞鼎牙醫診所	台北市林森北路9巷12號	02-23218658
德義堂中醫診所	台北市林森南路127號	223217766
衛生福利部疾病管制署健康中心	台北市林森南路6號	02-23959825
柯滄銘婦產科診所	台北市林森南路10號	33933939
天心中醫醫院	台北市武昌街一段33號	223615050
典樺牙醫診所	台北市金山南路1段108號	23911138
李思儀中醫診所	台北市金山南路1段73巷6號	23956870
孫睿亮診所	台北市金山南路一段121號	223926233
李家雄中醫診所	台北市金山南路一段121號	223927123
永康身心診所	台北市金山南路一段127號	23581818
信義東暘牙醫診所	台北市金山南路一段155號	23970909
臺北市立聯合醫院附設精神科門診	台北市金山南路一段5號	33936779
誠忠牙醫診所	台北市金門街12之8號	223670119
杏安牙醫診所	台北市金門街9之6號	223687807
長德中醫診所	台北市金華街55號	23961235
吉星診所	台北市青島東路4之5號	223911907
大佳婦產科診所	台北市信陽街9號	23888686/0928256630
大安皮膚專科診所	台北市信義路2段281號	23581115
瑞石牙醫診所	台北市信義路一段13之4號	02 23955177
典雅牙醫診所	台北市信義路二段123號	23966123
東妍診所	台北市信義路二段161巷12號	02-2351-8916
連生牙醫診所	台北市信義路二段161巷4號	02 23934651
誠伸牙醫診所	台北市信義路二段213號	23969979
鄭文宗耳鼻喉科診所	台北市信義路二段267號	223917458
清河牙醫診所	台北市信義路二段63號	223941936
康平牙醫診所	台北市信義路二段67號	223914452
祐慈診所	台北市信義路二段91號	7729
品口牙醫診所	台北市信義路二段91號	23223395
聯合牙醫診所	台北市南昌街一段74巷13號	223414286
厚德中醫診所	台北市南昌路1段53號	23582378
艾美牙醫診所	台北市南昌路1段71號	23581786
佳音牙醫診所	台北市南昌路一段11號	223932671
明皓牙醫診所	台北市南昌路一段128號	223218521
廣軒中醫診所	台北市南昌路一段14號	02-23946268
儒德中醫診所	台北市南昌路一段50號	23913177
丞泰耳鼻喉科診所	台北市南昌路一段78號	23973668
李世輝耳鼻喉科診所	台北市南昌路一段79號	23979639/0982168019
池振坤耳鼻喉科診所	台北市南昌路一段88號	23972684
逢生牙醫診所	台北市南昌路一段37號	02 23948543
蘭心診所	台北市南昌路二段11號	02-23515995
品瑞牙醫診所	台北市南昌路二段13號	23933311
思源牙醫診所	台北市南昌路二段200號	23644980
聯嘉牙醫診所	台北市南昌路二段206號	223678052
寶生堂中醫診所	台北市南昌路二段206號	23673899
戰痘診所	台北市南陽街21之6號	223756013
俊廣牙醫診所	台北市南陽街3號	223142887
岫雲牙醫診所	台北市牯嶺街103號	2363-0050
臺北市立聯合醫院附設中正門診部	台北市牯嶺街24號	02 23210168
健康101診所	台北市牯嶺街97號	02-23645143
德華牙醫診所	台北市重慶南路1段 110號	23704511
靚白天使時尚美學診所	台北市重慶南路1段13號	23885860
美麗新診所	台北市重慶南路1段43號	23898822
車參聖整形外科診所	台北市重慶南路一段13號	23885238
林超群眼科診所	台北市重慶南路一段143號	02-23122020
日明耀中醫診所	台北市重慶南路一段66之1號	02-23612228
美醫時尚醫美診所	台北市重慶南路一段75號	223310929
鐘牙醫診所	台北市重慶南路三段40號	223033035
長齡牙醫診所	台北市師大路163號	02-23685920
氧樂多牙醫診所	台北市紹興北街3號	33225718
顧安千金中醫診所	台北市紹興北街8號	23214530
國軍台北門診中心附設民眾診療服務處	台北市紹興南街7號	23912630
華泰牙醫診所	台北市許昌街30號	223826600
奕康耳鼻喉科診所	台北市連雲街72號	23212788
永康中醫診所	台北市連雲街75號	23936008
四海牙醫診所	台北市連雲街81號	223214756
正心堂中醫診所	台北市連雲街85號	23413088
外交部醫務室	台北市凱達格蘭大道2號	23482078
黃牙醫診所	台北市博愛路68號	223117298
濟群欣中醫診所	台北市博愛路70號	23118118
威尼斯美學診所	台北市博愛路83號	23704588
國防部醫務室	台北市博愛路164號	23117070
蘇耳鼻喉科診所	台北市廈門街106之1號	223681084
鴻仁牙科診所	台北市廈門街112號	223212698
彭內科診所	台北市廈門街35號	223675690
金山牙醫診所	台北市愛國東路62號	223214735
宏孕診所	台北市新生南路1段56號	25681269
美診所	台北市新生南路1段56號	33224633
珍仁堂中醫診所	台北市新生南路一段110之2號	223915512
洪麗妃中醫診所	台北市新生南路一段110之4號	23569939
大佳牙醫診所	台北市新生南路一段110號	23955170
仁崇牙醫診所	台北市新生南路一段122之3號	23949298
蕭煥嘉牙醫診所	台北市新生南路一段128號	223911421
新生活診所	台北市新生南路一段140號	23515885
李相台診所	台北市新生南路一段148號	23911378
華陽中醫診所	台北市新生南路一段16之4號	23951066
喜樂牙醫診所	台北市新生南路一段50之1號	223911944
玉霖牙醫診所	台北市新生南路一段60號	223218325
劉秉誠診所	台北市新生南路一段92號	23567373
益壽中醫診所	台北市寧波西街45號	02-23435546
新光牙醫診所	台北市寧波西街65號	223516562
佳譽堂中醫診所	台北市寧波西街71號	23931718
廖春美牙醫診所	台北市寧波西街78號	23937315
寧波中醫診所	台北市寧波西街80之1號	223517721
志明牙醫診所	台北市寧波西街80號	223968925
吳小兒科診所	台北市寧波西街96號	223031665
林診所	台北市寧波東街22號	223921100
慶聲牙醫診所	台北市寧波東街24巷12號	223930043
名一牙醫診所	台北市漢口街一段80巷6弄5號	223880229
郵政總局郵政醫院	台北市福州街14號	223956755
博瀚牙醫診所	台北市銅山街24號	223217599
慕顏時尚美學診所	台北市衡陽路7號	23826480
黃長榮牙醫診所	台北市衡陽路84號	223315946
光澤晶漾診所	台北市館前路18號	23888801
雙子星牙醫診所	台北市館前路26號	23822345
珍顏唯上診所	台北市館前路2號	23703777
雅偲牙醫診所	台北市館前路2號	23703777
星和診所	台北市館前路2號	23887778
站前亞洲醫美整形外科診所	台北市館前路34號	02-33310111
站前大學眼科診所	台北市館前路8號	23752558
站前悠美診所	台北市館前路8號	23899029
拉菲爾人本診所	台北市館前路49號	23700999
展望牙醫診所	台北市濟南路1段7號	23936599
華御中醫診所	台北市濟南路2段51號	23215250
羅綺皮膚科診所	台北市濟南路一段7號	02-23952602
博世牙醫診所	台北市濟南路一段7號	23938411
劉永生牙醫診所	台北市濟南路二段19號	02-23111887
仁安牙醫診所	台北市濟南路二段3之5號	223973393
鼎佳牙醫診所	台北市濟南路二段58號	223411642
新欣牙醫診所	台北市濟南路二段65號	02-23417513
惠恩診所	台北市濟南路二段四十八巷3之2號	02 23919572
沂禾中醫診所	台北市臨沂街33巷38號	23958800
惠生診所	台北市臨沂街69之1號	0223944488，0911648878
東門牙醫診所	台北市臨沂街79之10號	02-23416060
新公園診所	台北市襄陽路3號	02-23312714
?琮牙醫診所	台北市襄陽路41號	23113623
恆美中醫診所	台北市襄陽路9號	23111099
敦智內科診所	台北市懷寧街19號	223613587
尚義牙醫診所	台北市懷寧街62號	223711832
禾馨婦產科診所	台北市懷寧街78號	23612323
祈新婦產科診所	台北市懷寧街78號	23612323
劉紀昌中醫診所	台北市羅斯福路1段24號	23914569
佳妍診所	台北市羅斯福路2段136號	23654555
南門牙醫診所	台北市羅斯福路2段1號	23972629
悅心診所	台北市羅斯福路2段7之2號	02-23961008
展光牙醫診所	台北市羅斯福路3段50號	223671045
博齡牙醫診所	台北市羅斯福路4段50號	23651718
天惠牙醫診所	台北市羅斯福路一段102號	223930707
吳龍源中醫診所	台北市羅斯福路一段131號	223414618
紐約牙醫診所	台北市羅斯福路一段28號	223951658
中央銀行秘書處醫務室	台北市羅斯福路一段2號	02-23571853
大宇牙醫診所	台北市羅斯福路一段46號	223217474
蔡瑞芳眼科診所	台北市羅斯福路一段73號	02-33938088
存仁堂中醫診所	台北市羅斯福路一段82之1號	02-23279695
鄭振鴻中醫診所	台北市羅斯福路一段96號	02-33222130
皓齒牙醫診所	台北市羅斯福路一段131號	23510300
李明潤中醫診所	台北市羅斯福路一段28號	23225567
建中堂中醫診所	台北市羅斯福路一段32號	02-23212589
慈聖牙醫診所	台北市羅斯福路一段55號	23418118
星采診所	台北市羅斯福路二段116號	02-23671789
晶樺時尚美學診所	台北市羅斯福路二段116號	02-236863333
蘇黎世牙醫診所	台北市羅斯福路二段116號	2362-1001
宜慶中醫診所	台北市羅斯福路二段136號	02-23620560
林祥建牙醫診所	台北市羅斯福路二段136號	23693336
榮星中醫診所	台北市羅斯福路二段140號	02-23682114
金恩牙醫診所	台北市羅斯福路二段16號	23910209
愛迪牙醫診所	台北市羅斯福路二段18號	02-33221008
蔡明勳診所	台北市羅斯福路二段40號	23560850
張順晶中醫診所	台北市羅斯福路二段44號	23948278
陽光心靈診所	台北市羅斯福路二段70號	02-23949295
博士眼科診所	台北市羅斯福路二段70號	02-23943660
快安牙醫診所	台北市羅斯福路二段70號	223943434
平安身心精神科診所	台北市羅斯福路三段218號	02-23680055
米奇牙醫診所	台北市羅斯福路三段244巷10弄8號	223652774
美學院整形外科診所	台北市羅斯福路三段312號	02-23690100
七采牙醫診所	台北市大湖山莊街157號	02-87917171
聿麒中醫診所	台北市五分街93號	26332058
慈銨診所	台北市五分街95號	226313684
西湖牙醫診所	台北市內湖路1段285巷4號	227987143
力康復健科診所	台北市內湖路1段358號	02-26580866
加安耳鼻喉科診所	台北市內湖路1段401號	26277869
晴安診所	台北市內湖路1段687號	27995800
焉醫師診所	台北市內湖路2段357之1號	27932008
康豪牙醫診所	台北市內湖路一段217巷27號	02-26279292
育睿診所	台北市內湖路一段217巷35號	2656-0801
喜悅牙醫診所	台北市內湖路一段248號	26560580
美立華牙醫診所	台北市內湖路一段27號	2659-0179
欣仁牙醫診所	台北市內湖路一段285巷27弄5號	227986210
西湖安康診所	台北市內湖路一段285巷65弄18號	226580838
誠心牙醫診所	台北市內湖路一段285巷65弄23號	87976001
李宜霖診所	台北市內湖路一段300號	26582669
愛惟美診所	台北市內湖路一段300號	26561988
陳喬鴻眼科診所	台北市內湖路一段300號	87515125
忠信牙醫診所	台北市內湖路一段335號	227986357
涵堤牙醫診所	台北市內湖路一段379號	26272022
魏穀年診所	台北市內湖路一段403號	226572691
前衛牙醫診所	台北市內湖路一段411巷10號	227994234
誠康診所	台北市內湖路一段585號	2657-2585
維欣牙醫診所	台北市內湖路一段667巷1號	2657-2388
晴渼診所	台北市內湖路一段667巷3號	2657-5636
永霖牙醫診所	台北市內湖路一段673號	227992297
力奇牙醫診所	台北市內湖路一段737巷26號	226582776
敏聖內兒科診所	台北市內湖路一段737巷27號	227987856
文心牙醫診所	台北市內湖路一段737巷50弄31號	226571134
仁弘耳鼻喉科診所	台北市內湖路一段737巷50弄37號	02-26596360
萬居牙醫診所	台北市內湖路一段三二三巷四弄1號	27992346
麗緻牙醫診所	台北市內湖路一段609號	87515661
麗湖牙醫診所	台北市內湖路二段100號	226593003
皇家牙醫診所	台北市內湖路二段103巷48之3號	226276756
宋小兒科診所	台北市內湖路二段25號	227999366
中國醫藥大學附設醫院臺北分院	台北市內湖路二段360號	02-27919696
立安診所	台北市內湖路二段365號	227933632
潘渭祥牙醫診所	台北市內湖路二段367號	227917728
丰采牙醫診所	台北市內湖路二段391號	02-27903265
敬偉牙醫診所	台北市內湖路二段39之1號	227975555
林牙醫診所	台北市內湖路二段395號	227922131
憫泰中醫診所	台北市內湖路二段488號	27955986
內湖悠美診所	台北市內湖路二段488號	27965889
內湖悠美中醫診所	台北市內湖路二段488號	27965889
平安牙醫診所	台北市內湖路二段52之3號	87977278
卓家泉安堂老舖中醫診所	台北市內湖路二段353號	227909217
栩仕診所	台北市文湖街88號	87526087
優生活牙醫診所	台北市文德路169號	27997373
萬和牙醫診所	台北市文德路19號	27978008
紫陽復健科診所	台北市文德路208巷8號	02-27988128
祐康中醫診所	台北市文德路210巷30弄23號	26572818
林俊民牙醫診所	台北市文德路210巷30弄7號	226594040
萬安堂中醫診所	台北市文德路22巷9弄42號	26599135
弘育診所	台北市文德路22巷9弄64號	226578699
大方牙醫診所	台北市文德路2號	27978821
文德耳鼻喉科診所	台北市文德路32號	87971942
康德牙醫診所	台北市文德路70號	226582280
紐大牙醫診所	台北市文德路71號	26581414
陳德駿婦產科診所	台北市文德路8號	227974455
林登山耳鼻喉科診所	台北市文德路96號	26596638
康絜牙醫診所	台北市文德路二十二巷二十七弄10號	26584771
安政牙醫診所	台北市文德路二十二巷41號	02-26570847
仕方診所	台北市民權東路6段120巷5弄4號	87912463
晴天牙醫診所	台北市民權東路6段296巷1號	26328881
光美牙醫診所	台北市民權東路六段102號	227901788
名嘉牙醫診所	台北市民權東路六段126號	227919028
維仁診所	台北市民權東路六段136巷4號	27923829
心力合診所	台北市民權東路六段165號	27913169
明湖牙醫診所	台北市民權東路六段296巷113號	226313297
東成診所	台北市民權東路六段495號	02-26316850
內湖長春診所	台北市民權東路六段64號	27926868
臺北市立聯合醫院附設內湖門診部	台北市民權東路六段99號	227908387
菁華牙醫診所	台北市安康路486號	26348610
韻昇牙醫診所	台北市成功路2段478號	02-27961018
心美牙醫診所	台北市成功路3段174巷14號	27954477
內湖翰林眼科診所	台北市成功路3段183號	87922296
成功復健科診所	台北市成功路4段12號	02-27938098
成功皮膚科診所	台北市成功路4段12號	27940064
內湖大學眼科診所	台北市成功路4段139號	27951001
維悅牙醫診所	台北市成功路4段358號	27965846
湖光皮膚專科診所	台北市成功路4段59之1號	87917202
三軍總醫院附設民眾診療服務處	台北市成功路二段325號	
文湖牙醫診所	台北市成功路三段121號	27966188
夏一新身心精神科診所	台北市成功路三段143號	02-87928213
深博牙醫診所	台北市成功路三段143號	227931557
翠柏牙醫診所	台北市成功路三段162號	27901234
漢唐中醫診所	台北市成功路三段174巷16號	87910742
內湖中醫診所	台北市成功路三段174巷1號	227909187
澄美牙醫診所	台北市成功路三段181號	27923062
康育診所	台北市成功路三段189號	227909134
振興內兒科診所	台北市成功路三段193號	227906179
仁德聯合診所	台北市成功路三段90號	227904056
仁人牙醫診所	台北市成功路三段172之2號	27929596
汎美皮膚科診所	台北市成功路三段161號	27920075
洪永祥診所	台北市成功路三段六巷1號	87917601
蘇中醫診所	台北市成功路五段20號	02-27929890
康寧醫療財團法人康寧醫院	台北市成功路五段420巷26號	26345500
康民診所	台北市成功路五段420巷28號	26347171
日新診所	台北市成功路五段446號	26342743
弘康復健科診所	台北市成功路五段81號	26338469;27944282
文華內湖中醫診所	台北市成功路四段 338號	02-27929233
成安耳鼻喉科診所	台北市成功路四段153號	27935940
成功耳鼻喉科診所	台北市成功路四段16號	227940064
品牙醫診所	台北市成功路四段175號	27907833
達美皮膚專科診所	台北市成功路四段220號	227920218
杜耳鼻喉科診所	台北市成功路四段222號	27906738
顏鳳麟婦產科診所	台北市成功路四段28號	87929756
成功眼科診所	台北市成功路四段28號	227933544
麗心診所	台北市成功路四段2號	02-27944939
弘林牙醫診所	台北市成功路四段318號	227905585
大湖牙醫診所	台北市成功路四段334號	227933781
大湖診所	台北市成功路四段366號	27906002
德文復健科診所	台北市成功路四段36號	227943684
秉信診所	台北市成功路四段40號	227902884
信光牙醫診所	台北市成功路四段42號	227906989
元亨牙醫診所	台北市成功路四段43號	02 27926671
內湖張內兒科診所	台北市成功路四段47號	227902432
鴻文婦產科診所	台北市成功路四段52號	227945909
馬思特診所	台北市成功路四段53號	227925994
書拉密美學診所	台北市成功路四段57號	02-27920102
和慶中醫診所	台北市成功路四段58號	02-87919869
丞康牙醫診所	台北市成功路四段61巷13號	02-27945938
林孟勳診所	台北市成功路四段61巷32弄2號	02-87920955
宏欣牙醫診所	台北市成功路四段59號	227950123
傑出牙醫診所	台北市成功路四段六十一巷21號	02 27912551
吳振光眼科診所	台北市成功路四段42號	227925399
劉致明整形外科診所	台北市成功路四段43號	27945139
合慶中醫診所	台北市江南街15號	87977598
?湖中醫診所	台北市江南街18號	8751-9580
華倫牙醫診所	台北市江南街65巷10號	26575466
薈安診所	台北市江南街6號	26578803
瑞光牙醫診所	台北市江南街102號	27902015
群英生醫整形外科診所	台北市行忠路57號	87919587
菁英診所	台北市行忠路58號	87917515
吉貝牙醫診所	台北市行善路36號	87903050
富康復健科診所	台北市東湖路113巷15號	26307733
尚暘牙醫診所	台北市東湖路113巷49弄21號	226332923
余正俊婦產科診所	台北市東湖路113巷5弄12之1號	226332072
文德牙醫診所	台北市東湖路113巷66號	26318098
丁大元診所	台北市東湖路119巷49弄4號	226331010
麗馨中醫診所	台北市東湖路120號	26331255
藍曾小兒科診所	台北市東湖路132號	226335225
東湖眼科診所	台北市東湖路137號	26336728
黃月華家庭醫學科診所	台北市東湖路141之1號	226313432
謝小兒科診所	台北市東湖路147號	226334535
佳一牙醫診所	台北市東湖路148之1號	02-26328080
東湖謝耳鼻喉科診所	台北市東湖路148號	26332605
東湖皮膚專科診所	台北市東湖路153號	26305270
大愛眼科診所	台北市東湖路15號	26312338
江耳鼻喉科診所	台北市東湖路163號	226313559
漢翎牙醫診所	台北市東湖路16巷4號	226312905
璟榮中醫診所	台北市東湖路43巷31號	26320077
亞卓牙醫診所	台北市東湖路43巷32弄1號	2633-5511
靳惠里診所	台北市東湖路43巷9號	226322778
東湖內兒科診所	台北市東湖路4號	226311616
徐醫師診所	台北市東湖路53號	226336616
龍門中醫診所	台北市東湖路57號	26312869
鍾兆智婦產科診所	台北市東湖路65號	226333356
北一牙醫診所	台北市東湖路88號	226310487
施耳鼻喉科診所	台北市東湖路90號	26331018
騏安中醫診所	台北市金湖路386號	26308591
仁澤牙醫診所	台北市金湖路403之1號	26329155
京威聯合牙醫診所	台北市金湖路376號	26307566
辰龍牙醫診所	台北市金龍路113號	27956030
龍昌牙醫診所	台北市金龍路139號	227906266
允康中醫診所	台北市金龍路41號	27961818
劉淦華診所	台北市金龍路43號	227905374
恩光牙醫診所	台北市金龍路57號	227902590
金龍耳鼻喉科診所	台北市金龍路9號	227927564
湖山牙醫診所	台北市金龍路150號	27945945
德康牙醫診所	台北市金龍路1號	2792-6363  0952-090543
雙湖診所	台北市金龍路49號	27910066
錸雅牙醫診所	台北市星雲街126號	27929904
康鄰牙醫診所	台北市星雲街130號	02-27912687
健恩牙醫診所	台北市星雲街17之2號	227941446
似真牙醫診所	台北市洲子街151號	87972210
哈佛眼科診所	台北市基湖路10巷66號	26270707
庭軒牙醫診所	台北市康寧路1段104號	27962796
元康牙醫診所	台北市康寧路3段165巷23弄3號	02-26313938
博識牙醫診所	台北市康寧路3段23號	26333222
祐生復健科診所	台北市康寧路3段39號	26341998
